english,transliteration,arabic,audioUrl,source
"Cheddar cheese (semi-hard, sharp, yellow cheese)",tšédir,تْشيدِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-113.mp3,food_and_drink_2
"Domiati cheese (soft, white, salty cheese)",jíbni bēɖa,جِبْنِة بَيْضة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-114.mp3,food_and_drink_2
"Halloumi cheese (semi-hard, unripened cheese made from goat milk)",jíbni ɧalūm,جِبْنِة حلوم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-115.mp3,food_and_drink_2
Istanbuli cheese (feta cheese),jíbni sʈanbūli,جِبْنِة اسْطنْبولي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-116.mp3,food_and_drink_2
"Romy cheese (a sharp, pungent, hard cheese)",jíbni rūmi,جِبْنِة رومي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-117.mp3,food_and_drink_2
"junk food, fast food",fast fūd,فاسْت فود,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-118.mp3,food_and_drink_2
pizza,pīdza,بيتْزا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-119.mp3,food_and_drink_2
hamburger,hambírgir,همْبِرجِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-120.mp3,food_and_drink_2
chewing gum,3ílki,عِلْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-121.mp3,food_and_drink_2
to chew gum,"3álak 3ílki, yá3luk 3ílki",علك عِلْكِة، يعْلُك عِلْكِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-122.mp3,food_and_drink_2
chocolate,šōkōlā,شوْكوْلا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-123.mp3,food_and_drink_2
Dark chocolate is better for you than milk chocolate.,ššōkōlā lɣāmʔa aɧsánlak min iššōkōlā b-ɧalīb.,الشّوكولا الغامْقة أحْسنْلك مِن الشّوْكوْلا بْحليب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-124.mp3,food_and_drink_2
potato chips,tšips,شيبْس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-125.mp3,food_and_drink_2
"pastries, sweets",ɧílu,حِلو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-126.mp3,food_and_drink_2
candy,bōnbōn,بوْنْبوْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-127.mp3,food_and_drink_2
cotton candy,ɣázal lbanēt,غزل البنات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-128.mp3,food_and_drink_2
"cookie, wafer, cracker",biskwī,بِسْكْوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-129.mp3,food_and_drink_2
cake,kēk,كايْك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-130.mp3,food_and_drink_2
pie,fʈīra (faʈāyir),فْطيرة (فطايِر),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-131.mp3,food_and_drink_2
baklava (syrupy layers of phyllo pastry),baʔlēwa,بقْلاوَة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-132.mp3,food_and_drink_2
basboosa (syrupy semolina cake),basbūsi,بسْبوسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-133.mp3,food_and_drink_2
kunafeh (syrupy fried cheese pastry),knēfi‎,كْنافِة‎,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-134.mp3,food_and_drink_2
luqmat al-qadi (syrupy deep-fried dough balls),líʔmit ilʔāɖi,لِقْمِة القاضي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-135.mp3,food_and_drink_2
qatayef (sweet dumpling with nuts and cream),ʔʈāyif,قطايِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-136.mp3,food_and_drink_2
rice pudding,rizz b-lában,رِزّ بْلبن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-137.mp3,food_and_drink_2
vegetable,xúɖra (xuɖār),خُضْرة (خُضار),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-138.mp3,food_and_drink_2
asparagus,halyūn,هلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-139.mp3,food_and_drink_2
"bean, green bean",fāʂūlyā,فاصولْيا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-140.mp3,food_and_drink_2
beet(root),šmándar,شْمنْدر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-141.mp3,food_and_drink_2
"broad bean, fava bean",fūl,فول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-142.mp3,food_and_drink_2
broccoli,brōkulī,بْروكُلي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-143.mp3,food_and_drink_2
cabbage,malfūf,ملْفوف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-144.mp3,food_and_drink_2
"capsicum, sweet pepper, bell pepper",flēfli ɧílwi,فْليْفْلِة حِلْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-145.mp3,food_and_drink_2
carrot,jázar,جزر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-146.mp3,food_and_drink_2
cauliflower,ʔarnabīʈ,قرْنبيط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-147.mp3,food_and_drink_2
celery,krāfs,كْرافْس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-148.mp3,food_and_drink_2
chickpea,ɧúmmuʂ,حُمُّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-149.mp3,food_and_drink_2
chili pepper,fílful ɧarr,فِلْفُل حرّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-150.mp3,food_and_drink_2
cucumber,xyār,خْيار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-151.mp3,food_and_drink_2
"eggplant, aubergine",batinjēn,بتِنْجان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-152.mp3,food_and_drink_2
garlic,tūm,توم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-153.mp3,food_and_drink_2
green onion,báʂal áxɖar,بصل اخْضر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-154.mp3,food_and_drink_2
mushroom,fúʈur,فُطُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-155.mp3,food_and_drink_2
okra,bēmyi,بامْية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-156.mp3,food_and_drink_2
olive,zētūn,زيْتون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-157.mp3,food_and_drink_2
onion,báʂal,بصل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-158.mp3,food_and_drink_2
pea,bāzillā,بازِلّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-159.mp3,food_and_drink_2
potato,baʈāʈā,بطاطا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-160.mp3,food_and_drink_2
radish,fíjil,فِجِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-161.mp3,food_and_drink_2
spinach,sbēniɣ,سْبانِغ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-162.mp3,food_and_drink_2
sweet potato,baʈāʈā ɧílwi,بطاطا حِلْوِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-163.mp3,food_and_drink_2
tomato,banadūra,بندورة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-164.mp3,food_and_drink_2
turnip,lífit,لِفِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-165.mp3,food_and_drink_2
"zucchini, courgette",kūsa,كوسة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-166.mp3,food_and_drink_2
salad,sálaʈa,سلطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-167.mp3,food_and_drink_2
salad dressing,ʂōʂ sálaʈa,صوْص سلطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-168.mp3,food_and_drink_2
Caesar salad,sálaʈit sīzar,سلطِة سيزر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-169.mp3,food_and_drink_2
chickpea salad,sálaʈit ɧúmmuʂ,سلطِة حُمُّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-170.mp3,food_and_drink_2
green salad,sálaʈit xúɖra,سلطِة خُضْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-171.mp3,food_and_drink_2
potato salad,sálaʈit baʈāʈā,سلطِة بطاطا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-172.mp3,food_and_drink_2
tahini salad,sálaʈit ʈɧīni,سلطِة طْحينِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-173.mp3,food_and_drink_2
fattoush,fattūš,فتّوش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-174.mp3,food_and_drink_2
tabouli,tabūli,تبولِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-175.mp3,food_and_drink_2
fruit,fēkha (fawēkih),فاكْهة (فَواكِه),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-176.mp3,food_and_drink_2
apple,tiffēɧ,تِفّاح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-177.mp3,food_and_drink_2
apricot,múšmuš,مُشْمُش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-178.mp3,food_and_drink_2
banana,mōz,موْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-179.mp3,food_and_drink_2
berry,tūt,توت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-180.mp3,food_and_drink_2
blueberry,tūt ázraʔ,توت أزْرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-181.mp3,food_and_drink_2
cherry,káraz,كرز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-182.mp3,food_and_drink_2
date,bálaɧ,بلح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-183.mp3,food_and_drink_2
fig,tīn,تين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-184.mp3,food_and_drink_2
grape,3ínab,عِنب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-185.mp3,food_and_drink_2
grapefruit,grēp frūt,غْرايْب فْروت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-186.mp3,food_and_drink_2
lemon,lēmūn ɧāmuɖ,ليْمون حامُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-187.mp3,food_and_drink_2
mango,mánga,منْغة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-188.mp3,food_and_drink_2
orange,lēmūn,ليْمون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-189.mp3,food_and_drink_2
peach; plum,xōx,خوْخ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-190.mp3,food_and_drink_2
pear,njāʂ,نْجاص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-191.mp3,food_and_drink_2
pineapple,anānās,أناناس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-192.mp3,food_and_drink_2
pomegranate,rimēn,رِمان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-193.mp3,food_and_drink_2
raspberry,tūt áɧmar,توت أحْمر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-194.mp3,food_and_drink_2
strawberry,frēz,فْريْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-195.mp3,food_and_drink_2
tangerine,afándi,أفنْدي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-196.mp3,food_and_drink_2
"nut, hazelnut",bínduʔ,بِنْدُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-197.mp3,food_and_drink_2
almond,lōz,لوْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-198.mp3,food_and_drink_2
coconut,jōz ilhínid,جوْز الهِنِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-199.mp3,food_and_drink_2
peanut,físʈuʔ,فِسْطُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-200.mp3,food_and_drink_2
peanut butter,zíbdit fūl sūdāni,زِبْدِة فول سوداني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-201.mp3,food_and_drink_2
walnut,jōz,جوْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-202.mp3,food_and_drink_2
mixed nuts,maxlūʈa,مخْلوطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-203.mp3,food_and_drink_2
fresh herbs,a3šēb,أعْشاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-204.mp3,food_and_drink_2
"dry herbs, spices, condiments",bahārāt,بهارات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-205.mp3,food_and_drink_2
aniseed,yinsūn,يِنْسون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-206.mp3,food_and_drink_2
basil,rīɧān,ريحان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-207.mp3,food_and_drink_2
black pepper,fílful áswad,فِلْفُل أسْوَد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-208.mp3,food_and_drink_2
chives,tūm m3ámmar,توم مْعمّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-209.mp3,food_and_drink_2
cinnamon,ʔírfi,قِرْفِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-210.mp3,food_and_drink_2
cumin,kamūn,كمون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-211.mp3,food_and_drink_2
curry (powder),kāri,كاري,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-212.mp3,food_and_drink_2
ginger,zanjabīl,زنْجبيل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-213.mp3,food_and_drink_2
nutmeg,jōz ʈīb,جوْز طيب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-214.mp3,food_and_drink_2
oregano,ōrīgānō,أوْريغانوْ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-215.mp3,food_and_drink_2
parsley,baʔdūnis,بقْدونِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-216.mp3,food_and_drink_2
"peppermint, spearmint",ná3na3,نعْنع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-217.mp3,food_and_drink_2
rosemary,iklīl iljábal,إكْليل الجبل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-218.mp3,food_and_drink_2
salt,míliɧ,مِلِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-219.mp3,food_and_drink_2
sugar,síkkar,سِكّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-220.mp3,food_and_drink_2
thyme,zá3tar,زعْتر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-221.mp3,food_and_drink_2
vanilla,vānillā,فانيلّا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-222.mp3,food_and_drink_2
gravy,ʂálʂit láɧmi,صلْصِة لحْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-223.mp3,food_and_drink_2
sauce,ʂōʂ,صوْص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-224.mp3,food_and_drink_2
ketchup,kātšab,كاتْشب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-225.mp3,food_and_drink_2
mayonnaise,māyōnēz,مايوْنيْز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-226.mp3,food_and_drink_2
mustard,xárdal,خرْدل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-227.mp3,food_and_drink_2
"tomato sauce, tomato puree, salsa",ʂōʂ banadūra,صوْص بندورة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-228.mp3,food_and_drink_2
soy sauce,ʂōyā ʂōʂ,صوْيا صوْص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-229.mp3,food_and_drink_2
vinegar,xall,خلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-230.mp3,food_and_drink_2
rice,rizz,رِزّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-231.mp3,food_and_drink_2
pasta,ma3karōna,معْكروْنة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-232.mp3,food_and_drink_2
(pita) bread,xíbiz,خِبِز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-233.mp3,food_and_drink_2
loaf of bread,rɣīf,رْغيف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-234.mp3,food_and_drink_2
slice of bread,nuʂʂ rɣīf,نُصّ رْغيف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-235.mp3,food_and_drink_2
piece of bread,šáʔfit xíbiz,شقْفِة خِبِز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-236.mp3,food_and_drink_2
sliced bread; toast,tōst,توسْت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-237.mp3,food_and_drink_2
"baguette, sandwich roll",bāgēt,باغات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-238.mp3,food_and_drink_2
yeast,xamīri,خميرِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-239.mp3,food_and_drink_2
flour,ʈɧīn,طْحين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-240.mp3,food_and_drink_2
jam,mrábba,مْربّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-241.mp3,food_and_drink_2
honey,3ásal,عسل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-242.mp3,food_and_drink_2
protein,prōtīn,بْروْتين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-243.mp3,food_and_drink_2
egg,bēɖ,بيْض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-244.mp3,food_and_drink_2
yolk,ʂafār bēɖ,صفار بيْض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-245.mp3,food_and_drink_2
egg white,bayāɖ bēɖ,بَياض بيْض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-246.mp3,food_and_drink_2
fried egg,bēɖ míʔli,بيْض مِقْلي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-247.mp3,food_and_drink_2
boiled egg,bēɖ maslūʔ,بيْض مسْلوق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-248.mp3,food_and_drink_2
scrambled egg,bēɖ maxfūʔ,بيْض مخْفوق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-249.mp3,food_and_drink_2
omelet,ōmlēt,أوْمْليْت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-250.mp3,food_and_drink_2
meat,láɧim,لحِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-251.mp3,food_and_drink_2
meat,láɧmi,لحْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-252.mp3,food_and_drink_2
beef,láɧim 3íjil,لحِم عِجِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-253.mp3,food_and_drink_2
I don’t feel like chicken. Let’s have beef.,mā 3abēli djēj. ta3ā njīb láɧmi.,ما عبالي دْجاج. تعا نْجيب لحْمِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav08-254.mp3,food_and_drink_2
